Crop	N	P	K	Temperature	humidity	pH	Rainfall	State	Season	Price
orange	6.23	8.63	11.0	12.14	94.64	6.88	118.92	Punjab	Rabi	113.75
orange	7.55	14.0	16.15	19.99	94.99	7.07	102.7	West Bengal	Post-Monsoon	218.72
orange	8.94	11.42	17.81	10.44	90.04	6.83	102.36	Tamil Nadu	Kharif	273.9
orange	3.6	17.56	15.5	14.96	90.1	6.92	110.72	Punjab	Kharif	263.18
orange	6.97	10.74	15.88	14.16	94.76	6.71	118.51	Punjab	Kharif	234.0
orange	1.27	10.59	13.38	17.53	93.04	6.82	123.91	Punjab	Kharif	261.23
orange	4.62	13.51	8.97	10.8	90.17	6.78	124.88	West Bengal	Zaid	190.54
orange	9.19	14.27	17.47	15.46	92.93	6.81	120.12	West Bengal	Post-Monsoon	211.98
orange	5.5	11.12	13.07	15.67	93.51	7.3	108.18	Maharashtra	Zaid	293.88
orange	8.04	8.49	9.24	11.35	92.79	6.27	121.12	Karnataka	Zaid	81.45
orange	9.29	16.89	8.44	11.13	91.8	6.63	118.2	West Bengal	Post-Monsoon	70.07
orange	3.14	12.11	15.09	11.26	92.12	6.39	109.31	Uttar Pradesh	Post-Monsoon	150.8
orange	0.49	13.94	14.51	13.01	89.09	6.8	114.51	West Bengal	Kharif	95.06
orange	3.76	11.75	16.65	17.86	93.92	6.84	110.87	Karnataka	Post-Monsoon	24.5
orange	7.89	10.62	8.14	17.91	90.49	6.64	109.1	Karnataka	Zaid	165.88
orange	0.29	12.51	17.53	17.68	95.72	6.29	112.66	Maharashtra	Kharif	133.29
orange	2.43	15.82	10.58	14.04	91.05	6.2	115.84	Karnataka	Zaid	213.17
orange	0.54	11.96	11.34	16.08	89.83	6.08	117.37	Punjab	Post-Monsoon	56.48
orange	1.87	9.75	10.94	19.63	94.39	6.64	122.03	Punjab	Post-Monsoon	100.08
orange	1.34	11.16	8.67	10.28	88.63	6.42	124.59	Uttar Pradesh	Zaid	274.11
papaya	53.52	53.15	47.51	40.97	93.12	7.49	145.06	Maharashtra	Kharif	41.42
papaya	50.89	54.82	49.81	37.95	92.47	6.7	145.79	Maharashtra	Zaid	138.79
papaya	52.86	45.14	53.02	37.46	95.95	6.91	147.63	West Bengal	Post-Monsoon	32.08
papaya	52.3	54.2	45.53	38.29	89.83	7.26	149.79	West Bengal	Post-Monsoon	110.26
papaya	50.89	48.86	52.53	33.48	92.43	7.47	151.36	Tamil Nadu	Zaid	284.92
papaya	46.75	46.28	51.72	39.95	89.86	6.82	147.53	Tamil Nadu	Kharif	19.12
papaya	54.45	47.54	51.53	35.85	91.74	7.24	153.7	Uttar Pradesh	Kharif	50.58
papaya	46.94	54.35	54.85	35.85	92.3	7.27	152.31	Karnataka	Kharif	140.72
papaya	54.01	48.98	47.06	39.64	93.16	7.18	146.66	West Bengal	Kharif	65.57
papaya	53.33	50.39	51.85	41.2	95.18	6.85	145.13	Maharashtra	Kharif	242.35
papaya	45.67	52.84	54.62	41.27	90.04	7.21	146.94	Karnataka	Rabi	104.25
papaya	50.45	53.3	47.67	41.94	90.65	6.73	148.06	Uttar Pradesh	Kharif	159.26
papaya	52.15	48.96	49.74	35.87	95.24	7.34	148.45	West Bengal	Zaid	83.69
papaya	54.17	54.56	47.62	37.27	94.61	6.71	150.35	Tamil Nadu	Kharif	147.78
papaya	51.2	49.5	52.84	34.07	93.13	7.15	154.1	Punjab	Zaid	79.87
papaya	50.96	46.47	49.56	38.02	93.29	7.37	152.35	Maharashtra	Post-Monsoon	296.57
papaya	50.28	52.76	53.85	40.64	92.79	6.81	154.85	Karnataka	Rabi	252.88
papaya	46.05	53.4	51.81	35.54	89.86	7.31	153.62	Maharashtra	Post-Monsoon	216.04
papaya	46.75	46.32	47.04	38.57	89.81	6.95	150.21	West Bengal	Kharif	53.77
papaya	46.13	51.46	50.5	33.3	95.36	6.66	153.82	West Bengal	Rabi	159.95
papaya	50.15	45.49	50.78	42.24	89.34	6.62	153.16	Uttar Pradesh	Rabi	76.71
papaya	53.89	45.16	51.92	36.86	91.47	6.61	154.1	Maharashtra	Post-Monsoon	217.31
papaya	46.22	50.48	53.18	34.89	91.07	6.59	145.62	Punjab	Rabi	270.34
papaya	47.89	48.19	47.44	42.43	92.72	7.26	152.86	Tamil Nadu	Post-Monsoon	237.08
papaya	52.66	50.5	46.38	36.15	91.27	7.48	148.16	Punjab	Kharif	20.11
papaya	46.99	52.73	45.17	41.35	91.23	6.68	148.7	Tamil Nadu	Zaid	286.22
papaya	50.88	49.38	45.75	33.2	93.51	6.94	154.72	Punjab	Post-Monsoon	132.4
papaya	45.92	45.13	51.47	42.16	90.39	6.59	145.9	West Bengal	Zaid	10.46
papaya	49.47	48.24	48.99	41.18	95.33	6.77	151.19	Uttar Pradesh	Kharif	116.51
papaya	50.62	46.95	49.2	35.02	92.43	6.88	152.26	Maharashtra	Post-Monsoon	56.2
papaya	51.07	52.85	50.28	38.4	92.46	7.02	151.35	Uttar Pradesh	Post-Monsoon	163.45
papaya	51.82	51.41	52.82	33.73	88.25	7.3	149.29	Tamil Nadu	Post-Monsoon	254.73
papaya	50.69	53.97	45.23	38.95	89.01	7.44	146.33	Punjab	Zaid	141.82
papaya	54.63	50.22	50.59	41.73	91.04	6.8	145.79	Uttar Pradesh	Zaid	281.01
papaya	54.41	52.84	48.61	38.1	95.77	6.62	149.87	Tamil Nadu	Kharif	204.58
papaya	46.38	47.97	51.02	40.84	88.77	7.17	153.35	Maharashtra	Rabi	91.3
papaya	51.09	50.92	54.4	37.36	89.42	6.64	154.43	Tamil Nadu	Kharif	140.29
papaya	53.11	53.82	54.13	35.64	93.85	6.77	146.32	Maharashtra	Zaid	207.49
papaya	48.73	53.33	45.45	37.35	92.05	6.5	150.78	West Bengal	Zaid	154.11
papaya	45.0	50.75	54.38	33.5	93.06	6.72	152.04	Tamil Nadu	Post-Monsoon	89.78
papaya	45.53	46.72	53.27	35.78	94.92	7.49	150.03	Maharashtra	Zaid	267.35
papaya	53.85	47.8	45.58	37.85	93.22	7.41	150.17	West Bengal	Zaid	217.95
papaya	47.4	46.36	49.2	36.89	95.47	7.42	152.95	Tamil Nadu	Kharif	149.63
papaya	45.59	48.51	50.62	39.98	95.59	6.59	150.74	Uttar Pradesh	Rabi	254.71
papaya	53.86	46.09	53.16	33.86	89.49	6.58	153.8	Punjab	Zaid	75.95
papaya	53.17	52.94	45.53	38.7	89.6	6.53	145.71	Karnataka	Zaid	207.34
papaya	45.05	49.84	54.06	41.3	93.23	7.38	150.74	Tamil Nadu	Zaid	212.75
papaya	47.27	51.46	52.97	38.22	91.31	7.06	147.13	Karnataka	Zaid	48.14
papaya	47.57	54.57	52.66	37.13	93.86	7.46	152.93	Maharashtra	Rabi	293.45
papaya	47.02	48.11	50.38	35.13	94.16	7.27	145.36	Tamil Nadu	Kharif	54.58
papaya	52.75	51.64	49.03	39.85	88.55	7.39	147.13	Punjab	Zaid	136.98
papaya	50.24	53.81	47.42	41.71	89.21	7.03	149.06	Tamil Nadu	Post-Monsoon	21.29
papaya	49.29	46.94	50.48	42.9	95.97	7.39	154.31	Maharashtra	Rabi	168.68
papaya	54.68	48.18	47.28	42.21	94.38	7.13	153.5	Karnataka	Rabi	166.66
papaya	48.31	45.53	53.16	42.27	93.64	6.89	149.49	Tamil Nadu	Zaid	33.22
papaya	54.61	46.59	50.65	40.29	88.08	6.53	154.37	Tamil Nadu	Kharif	22.33
papaya	51.29	48.09	45.28	42.9	88.81	6.73	154.51	Uttar Pradesh	Post-Monsoon	235.88
papaya	54.41	45.95	54.86	33.19	90.63	6.79	154.42	Punjab	Post-Monsoon	25.66
papaya	52.03	46.68	45.24	40.17	90.97	6.73	153.18	Tamil Nadu	Kharif	207.95
papaya	54.98	53.93	51.67	34.82	95.21	7.28	154.0	Tamil Nadu	Kharif	13.07
papaya	53.6	52.6	52.0	33.51	90.56	6.84	153.63	West Bengal	Zaid	290.32
papaya	51.55	51.86	47.6	39.34	92.94	6.53	147.83	Karnataka	Kharif	231.85
papaya	52.04	53.45	49.64	38.51	95.45	7.21	150.9	Tamil Nadu	Kharif	274.9
papaya	51.66	53.29	45.48	42.83	90.3	7.18	147.16	Tamil Nadu	Kharif	68.95
papaya	53.97	46.19	47.77	34.26	88.25	6.71	145.46	Maharashtra	Zaid	28.68
papaya	50.43	51.27	54.1	42.55	95.92	6.84	151.15	West Bengal	Zaid	110.37
papaya	52.5	54.09	51.86	36.4	88.37	6.89	145.33	Karnataka	Post-Monsoon	175.12
papaya	50.78	51.44	48.98	37.28	95.31	7.32	145.59	Maharashtra	Post-Monsoon	217.97
papaya	49.78	45.44	51.95	35.42	91.83	6.77	151.8	Punjab	Rabi	202.04
papaya	50.7	47.89	50.81	42.63	91.0	6.73	145.03	Karnataka	Post-Monsoon	119.32
papaya	53.48	46.57	48.28	35.18	93.06	7.33	145.73	West Bengal	Post-Monsoon	100.8
papaya	46.3	48.91	47.86	37.59	90.04	7.08	151.28	Punjab	Rabi	73.46
papaya	47.21	48.31	45.95	33.15	94.3	7.07	151.43	Karnataka	Kharif	113.29
papaya	45.06	52.64	50.41	42.14	92.08	6.74	146.51	Uttar Pradesh	Kharif	121.37
papaya	49.44	52.95	51.16	33.06	95.17	6.83	154.75	Karnataka	Zaid	228.73
papaya	54.96	50.56	54.82	37.51	94.86	7.36	145.88	Maharashtra	Post-Monsoon	100.39
papaya	48.95	47.31	53.43	37.19	94.43	6.68	145.08	Punjab	Rabi	142.7
papaya	48.54	46.87	47.56	42.83	95.12	7.19	146.26	Karnataka	Kharif	36.34
papaya	48.44	46.62	52.14	38.51	89.45	6.93	154.57	Uttar Pradesh	Rabi	29.58
papaya	54.07	50.24	46.24	38.73	91.91	6.5	148.66	Uttar Pradesh	Post-Monsoon	40.86
papaya	46.12	49.37	50.36	36.32	92.4	7.23	153.81	Maharashtra	Post-Monsoon	210.18
papaya	49.7	52.04	45.94	38.56	88.36	6.55	154.92	Tamil Nadu	Rabi	148.84
papaya	52.66	51.99	53.58	33.67	95.83	7.11	146.55	Maharashtra	Post-Monsoon	270.77
papaya	53.04	47.76	54.61	36.11	88.43	6.6	150.14	West Bengal	Post-Monsoon	57.13
papaya	45.54	50.51	51.15	38.37	93.0	7.34	147.29	Punjab	Rabi	27.16
papaya	45.89	47.79	54.87	39.55	93.85	7.42	153.6	Punjab	Kharif	29.15
papaya	54.74	54.57	50.77	40.11	93.61	7.17	152.36	Punjab	Kharif	47.0
papaya	51.34	54.79	47.77	40.14	89.19	7.35	146.31	Karnataka	Post-Monsoon	114.16
papaya	54.3	51.95	46.03	36.73	89.55	7.4	152.59	Maharashtra	Kharif	131.2
papaya	53.86	49.07	48.96	33.03	95.87	6.56	152.15	Maharashtra	Rabi	281.12
papaya	49.4	49.6	48.98	38.85	92.89	6.72	152.68	Punjab	Kharif	199.01
papaya	54.91	45.9	51.83	41.13	95.83	6.57	147.99	Maharashtra	Kharif	259.57
papaya	46.59	52.49	50.31	34.19	94.28	6.76	153.42	Punjab	Zaid	29.4
papaya	48.87	46.62	50.67	41.01	89.62	6.62	149.87	Maharashtra	Kharif	116.4
papaya	50.57	48.69	53.41	41.41	95.26	6.96	152.53	Uttar Pradesh	Post-Monsoon	77.82
papaya	48.94	46.53	50.7	41.04	90.9	6.56	150.81	Tamil Nadu	Zaid	200.25
papaya	49.41	49.31	54.8	39.85	92.84	6.69	147.25	Karnataka	Zaid	12.48
papaya	51.47	48.77	49.54	34.29	89.35	6.63	153.82	Uttar Pradesh	Kharif	95.7
papaya	46.47	47.16	49.11	34.37	94.63	6.84	151.55	Punjab	Zaid	87.3
papaya	46.51	51.79	53.5	39.36	95.64	7.03	149.93	Maharashtra	Kharif	224.57
coconut	24.3	16.48	27.4	28.11	94.57	5.25	151.01	Punjab	Post-Monsoon	86.46
coconut	17.01	18.39	27.39	26.34	95.73	7.97	154.47	West Bengal	Zaid	203.35
coconut	18.65	17.36	27.46	34.49	95.59	5.1	151.9	Uttar Pradesh	Kharif	214.86
coconut	18.66	21.68	30.0	25.28	95.84	5.8	153.64	Punjab	Post-Monsoon	275.68
coconut	20.64	17.69	28.31	29.54	92.69	7.68	152.97	Tamil Nadu	Zaid	284.63
coconut	18.6	17.4	28.71	29.72	94.86	6.18	154.31	Maharashtra	Post-Monsoon	289.06
coconut	15.64	17.09	27.8	25.79	90.75	6.11	150.35	Uttar Pradesh	Zaid	278.33
coconut	24.37	24.17	28.06	25.88	90.73	7.28	150.96	Tamil Nadu	Zaid	176.96
coconut	18.97	23.44	26.82	33.53	89.92	6.36	154.81	West Bengal	Rabi	116.7
coconut	22.17	24.87	27.66	28.85	95.47	5.86	154.98	Tamil Nadu	Rabi	81.87
coconut	23.97	24.41	33.17	28.01	90.53	5.93	152.18	Uttar Pradesh	Post-Monsoon	174.31
coconut	17.2	22.7	27.26	34.61	93.45	5.05	150.34	Punjab	Kharif	153.75
coconut	20.31	18.56	26.67	34.32	88.64	7.19	149.47	Maharashtra	Zaid	102.32
coconut	17.09	23.16	31.58	32.39	89.41	7.67	150.05	Karnataka	Zaid	87.45
coconut	21.8	23.9	29.98	26.12	89.55	7.89	153.7	Punjab	Kharif	210.54
coconut	19.11	18.41	32.42	26.48	95.24	6.39	146.32	Karnataka	Post-Monsoon	207.77
coconut	19.07	16.95	25.03	27.79	88.5	7.48	154.25	Punjab	Zaid	246.43
coconut	23.14	24.32	25.63	34.28	90.94	6.95	151.58	Uttar Pradesh	Kharif	17.34
coconut	16.52	23.56	26.78	26.28	90.47	5.96	151.63	West Bengal	Kharif	133.37
coconut	21.04	17.27	30.74	32.92	94.15	5.65	148.98	Punjab	Kharif	153.37
coconut	16.64	15.35	26.22	28.78	90.77	7.13	150.18	Karnataka	Rabi	272.88
coconut	15.27	21.45	30.76	31.31	91.88	5.74	146.28	Tamil Nadu	Zaid	249.9
coconut	23.6	21.83	34.1	26.48	89.21	7.08	153.15	West Bengal	Rabi	269.15
coconut	21.03	16.74	27.87	33.53	93.53	7.48	152.82	West Bengal	Zaid	75.4
coconut	17.27	19.27	30.07	34.72	91.76	5.27	145.49	Karnataka	Kharif	158.32
coconut	18.89	19.98	34.6	32.64	94.46	7.49	147.0	Uttar Pradesh	Kharif	14.11
coconut	16.25	18.96	28.54	33.45	94.59	6.66	153.93	Maharashtra	Rabi	214.77
coconut	24.64	19.93	32.94	31.3	95.38	7.29	150.34	Tamil Nadu	Post-Monsoon	148.76
coconut	18.24	22.54	26.31	27.1	95.76	5.65	151.91	West Bengal	Rabi	286.16
coconut	24.2	20.08	31.35	32.54	90.34	7.99	148.46	Punjab	Rabi	218.03
coconut	21.65	21.85	33.6	26.79	95.67	6.22	148.77	Maharashtra	Zaid	71.21
coconut	21.56	24.0	27.42	33.97	94.32	6.44	152.99	Uttar Pradesh	Kharif	164.16
coconut	17.72	21.84	29.92	26.05	89.89	6.46	148.15	Maharashtra	Zaid	233.93
coconut	21.53	18.24	25.14	31.6	89.76	6.16	149.01	Uttar Pradesh	Zaid	202.55
coconut	17.29	23.28	29.74	28.65	88.51	7.19	152.91	Uttar Pradesh	Zaid	102.34
coconut	20.69	22.99	34.37	31.6	90.95	6.28	152.2	Uttar Pradesh	Kharif	174.21
coconut	24.18	18.42	29.28	25.17	95.47	5.27	152.21	Maharashtra	Rabi	181.37
coconut	19.51	19.97	33.05	25.6	94.43	7.43	145.18	West Bengal	Post-Monsoon	293.15
coconut	21.67	15.71	33.67	29.96	89.09	6.98	146.5	Uttar Pradesh	Rabi	175.76
coconut	22.52	19.3	34.47	29.04	92.26	6.94	149.06	Maharashtra	Post-Monsoon	72.53
coconut	16.65	19.91	29.84	25.8	92.82	7.31	146.32	Punjab	Post-Monsoon	205.74
coconut	15.28	24.59	31.95	34.64	92.28	6.43	150.45	Tamil Nadu	Rabi	253.79
coconut	24.36	24.41	31.85	34.0	93.59	5.93	146.15	Uttar Pradesh	Post-Monsoon	105.36
coconut	16.88	24.54	31.72	32.86	93.1	5.55	146.25	Uttar Pradesh	Rabi	45.1
coconut	15.69	23.42	32.75	29.86	91.03	7.98	150.63	Karnataka	Zaid	149.18
coconut	22.11	15.01	29.21	30.61	91.17	5.93	151.65	Karnataka	Post-Monsoon	126.26
coconut	20.72	20.93	34.23	33.85	88.71	7.45	148.86	Tamil Nadu	Post-Monsoon	210.28
coconut	15.34	23.58	25.33	29.07	90.82	7.1	149.7	Uttar Pradesh	Post-Monsoon	292.76
coconut	20.65	21.16	34.63	29.41	88.88	6.9	151.5	West Bengal	Post-Monsoon	74.59
coconut	17.06	21.95	30.94	32.19	89.43	6.05	146.62	West Bengal	Post-Monsoon	129.92
coconut	17.06	18.0	34.87	33.53	92.91	7.75	151.21	Maharashtra	Zaid	187.4
coconut	18.49	17.82	31.57	27.48	95.78	7.26	153.75	Tamil Nadu	Rabi	99.14
coconut	17.57	15.73	33.97	31.12	91.16	7.78	150.89	Maharashtra	Rabi	251.8
coconut	24.45	17.58	30.78	27.85	92.6	5.81	149.1	Uttar Pradesh	Rabi	52.37
coconut	15.48	18.28	29.2	31.05	91.82	7.81	154.88	Punjab	Zaid	38.93
coconut	16.58	24.67	34.98	32.6	91.56	5.18	146.73	Karnataka	Kharif	148.89
coconut	18.01	23.52	28.48	27.87	93.68	6.24	148.37	Maharashtra	Rabi	259.15
coconut	16.26	17.44	25.43	27.78	91.46	5.91	154.29	West Bengal	Rabi	174.31
coconut	23.23	16.41	32.37	28.56	89.09	5.34	152.34	Karnataka	Zaid	258.96
coconut	23.64	20.29	30.95	26.9	92.66	6.88	153.4	Uttar Pradesh	Post-Monsoon	291.55
coconut	15.79	20.74	27.18	25.69	93.65	6.66	146.89	Punjab	Zaid	125.0
coconut	17.21	15.72	34.35	30.51	88.38	5.61	153.9	West Bengal	Post-Monsoon	55.7
coconut	21.71	16.36	33.58	26.95	91.66	5.55	149.07	Punjab	Kharif	15.43
coconut	17.32	19.51	30.79	30.04	93.55	7.4	148.96	Maharashtra	Kharif	19.47
coconut	22.91	24.89	31.51	32.11	95.18	6.71	147.81	Maharashtra	Kharif	54.37
coconut	23.05	15.9	31.63	29.87	95.11	5.19	147.63	Uttar Pradesh	Zaid	70.27
coconut	18.19	16.55	30.37	32.91	90.93	5.14	146.62	Maharashtra	Zaid	132.42
coconut	18.38	19.48	28.37	33.72	95.38	5.48	147.01	Maharashtra	Rabi	190.85
coconut	17.34	16.36	26.34	29.01	95.93	5.65	153.78	West Bengal	Kharif	73.64
coconut	17.54	19.68	25.68	31.92	93.36	6.28	149.56	Uttar Pradesh	Post-Monsoon	258.21
coconut	16.42	19.78	31.1	32.51	90.52	7.7	145.57	Tamil Nadu	Zaid	71.08
coconut	15.78	24.04	34.1	32.35	92.45	5.77	149.88	West Bengal	Kharif	72.87
coconut	22.17	24.51	26.32	26.27	90.37	5.2	154.72	Maharashtra	Kharif	36.35
coconut	22.18	24.58	31.62	26.32	88.42	6.12	149.39	Punjab	Post-Monsoon	275.72
coconut	17.59	23.83	29.63	32.76	88.81	7.75	151.42	Punjab	Post-Monsoon	103.12
coconut	17.6	16.06	32.87	31.01	94.9	7.78	145.5	Tamil Nadu	Rabi	165.68
coconut	24.2	16.54	31.78	31.29	90.72	7.62	145.64	West Bengal	Zaid	183.65
coconut	23.03	20.85	31.88	28.85	94.07	5.85	147.55	Maharashtra	Rabi	284.67
coconut	19.85	21.27	29.51	32.69	88.61	5.56	146.3	Uttar Pradesh	Kharif	44.58
coconut	19.58	20.14	27.36	28.47	93.51	6.25	154.18	Maharashtra	Kharif	204.19
coconut	23.91	23.99	29.54	25.49	94.6	5.87	145.36	Punjab	Rabi	183.5
coconut	18.53	20.88	31.19	27.52	90.84	6.79	152.35	Uttar Pradesh	Post-Monsoon	39.59
coconut	16.76	24.05	34.45	32.48	90.0	6.67	146.82	Uttar Pradesh	Zaid	258.57
coconut	16.5	16.13	26.76	31.79	93.48	5.78	153.79	Karnataka	Rabi	273.54
coconut	22.4	15.02	30.4	26.96	95.81	5.88	149.43	Uttar Pradesh	Zaid	155.64
coconut	20.19	20.09	30.8	28.31	90.17	5.06	146.66	Tamil Nadu	Post-Monsoon	232.13
coconut	21.84	15.71	32.66	28.13	94.3	6.34	147.57	Punjab	Rabi	125.21
coconut	21.35	17.09	34.48	30.98	90.53	5.7	146.85	Karnataka	Post-Monsoon	102.48
coconut	16.7	24.12	30.67	25.18	88.64	6.2	150.43	West Bengal	Rabi	18.06
coconut	18.69	22.25	26.58	30.93	88.94	5.97	153.65	Karnataka	Rabi	22.19
coconut	20.91	18.16	31.65	30.82	89.86	5.73	151.68	West Bengal	Post-Monsoon	59.98
coconut	21.22	17.97	32.64	26.8	91.45	5.23	151.63	Maharashtra	Kharif	197.43
coconut	20.51	15.97	27.05	26.07	93.24	7.28	145.4	Tamil Nadu	Rabi	214.27
coconut	16.57	23.19	25.84	33.51	88.75	7.49	152.82	Tamil Nadu	Zaid	158.29
coconut	24.12	16.13	28.72	26.54	91.48	6.25	150.0	Karnataka	Zaid	269.15
coconut	16.04	20.83	30.31	27.62	92.3	6.17	154.89	West Bengal	Kharif	22.35
coconut	18.88	20.7	30.02	34.32	91.54	6.57	147.45	Tamil Nadu	Zaid	235.02
coconut	24.6	21.38	27.82	33.7	93.99	7.33	146.19	Karnataka	Rabi	73.14
coconut	21.59	16.12	26.41	34.3	94.47	5.54	146.93	Uttar Pradesh	Zaid	210.15
coconut	15.45	16.63	27.53	27.17	95.78	5.84	149.86	Maharashtra	Kharif	36.11
cotton	138.82	46.16	23.25	24.03	81.09	7.95	71.11	Punjab	Kharif	198.99
cotton	123.12	39.98	22.35	22.1	77.19	6.86	76.39	Punjab	Rabi	214.81
cotton	102.81	43.7	16.97	22.81	78.37	7.09	67.54	Uttar Pradesh	Kharif	103.31
cotton	102.09	55.24	17.7	26.43	83.99	7.1	60.08	Tamil Nadu	Rabi	278.22
cotton	137.91	50.4	21.6	24.82	81.11	6.12	75.92	Punjab	Post-Monsoon	57.56
cotton	120.58	45.9	17.44	23.14	83.44	7.99	68.27	Maharashtra	Post-Monsoon	205.22
cotton	139.72	40.1	23.15	24.04	82.47	7.01	85.4	Punjab	Post-Monsoon	61.34
cotton	120.47	41.2	20.52	26.83	76.09	7.95	67.59	Punjab	Rabi	68.33
cotton	110.15	50.22	15.99	24.7	80.08	7.94	73.97	West Bengal	Post-Monsoon	223.78
cotton	132.77	36.58	19.77	25.54	82.64	7.88	60.79	Karnataka	Post-Monsoon	121.84
cotton	129.28	45.56	21.29	23.85	80.82	6.01	95.95	Maharashtra	Kharif	258.33
cotton	136.59	41.18	15.75	22.64	81.07	7.91	64.67	Maharashtra	Kharif	112.18
cotton	126.7	49.49	20.33	23.23	81.93	6.7	79.9	Punjab	Kharif	297.3
cotton	136.99	38.77	18.91	23.84	84.53	6.8	75.38	West Bengal	Zaid	176.68
cotton	104.24	43.09	17.04	25.08	80.93	7.78	66.5	Tamil Nadu	Rabi	184.68
cotton	130.2	50.71	15.09	24.22	77.98	6.27	94.47	Uttar Pradesh	Post-Monsoon	87.75
cotton	121.38	54.12	19.12	24.95	84.97	6.13	77.51	Maharashtra	Post-Monsoon	150.49
cotton	125.31	48.83	20.95	23.53	81.8	6.51	74.08	Maharashtra	Zaid	127.63
cotton	103.39	47.73	23.03	26.01	83.47	6.23	78.48	Tamil Nadu	Post-Monsoon	160.51
cotton	128.35	40.16	22.33	24.68	80.33	7.99	71.72	Maharashtra	Kharif	86.91
cotton	114.22	54.81	16.67	25.2	83.06	7.75	73.07	West Bengal	Kharif	252.35
cotton	144.4	39.1	16.4	24.29	78.97	6.58	84.07	Uttar Pradesh	Kharif	253.56
cotton	108.06	48.37	17.53	24.6	82.7	6.0	95.09	Maharashtra	Rabi	263.73
cotton	136.2	43.25	18.05	26.07	80.51	7.24	89.48	Tamil Nadu	Kharif	170.47
cotton	118.72	56.64	15.15	26.63	79.47	6.74	60.51	Uttar Pradesh	Rabi	23.32
cotton	115.52	44.76	21.79	22.51	83.89	7.56	74.24	West Bengal	Kharif	274.24
cotton	142.76	44.69	15.97	23.31	80.65	7.65	99.15	Punjab	Zaid	135.28
cotton	125.63	47.57	19.8	25.61	75.2	6.24	78.88	Karnataka	Kharif	19.06
cotton	128.4	40.1	18.72	25.44	75.48	6.54	71.83	Tamil Nadu	Rabi	184.42
cotton	142.22	44.83	17.74	23.71	79.22	7.8	76.03	Tamil Nadu	Rabi	97.26
cotton	101.74	38.54	22.78	22.58	84.1	7.22	77.45	Karnataka	Rabi	101.47
cotton	119.15	39.46	24.39	22.9	81.09	6.66	68.62	Punjab	Zaid	137.48
cotton	101.32	47.47	19.8	23.94	80.41	7.37	73.03	Maharashtra	Rabi	184.23
cotton	114.68	37.41	23.24	23.16	77.25	6.01	93.22	West Bengal	Zaid	106.57
cotton	115.65	37.54	22.02	26.31	80.96	6.01	69.97	West Bengal	Rabi	284.49
cotton	141.87	36.7	22.17	24.36	84.23	7.28	85.33	Karnataka	Post-Monsoon	55.55
cotton	134.76	48.4	20.46	23.23	78.47	6.64	87.0	Maharashtra	Zaid	59.58
cotton	126.3	42.63	21.81	23.73	82.13	6.63	76.24	Maharashtra	Zaid	151.88
cotton	127.67	46.22	15.55	26.58	80.29	7.27	74.53	Maharashtra	Kharif	84.91
cotton	120.43	41.73	17.3	23.83	77.15	7.54	71.9	Maharashtra	Zaid	42.52
cotton	135.53	46.53	18.56	23.5	83.06	7.14	67.98	Tamil Nadu	Rabi	20.63
cotton	110.41	47.76	15.3	22.98	80.3	6.84	94.95	Uttar Pradesh	Rabi	79.5
cotton	128.99	57.96	24.8	24.14	75.37	6.95	81.4	West Bengal	Kharif	112.26
cotton	107.83	48.58	16.96	23.43	80.55	6.37	87.37	Tamil Nadu	Rabi	45.45
cotton	131.12	45.21	23.32	23.06	78.27	6.45	92.49	Maharashtra	Kharif	39.44
cotton	125.4	37.68	19.25	24.39	77.93	7.74	79.86	Punjab	Post-Monsoon	138.38
cotton	117.05	39.06	23.09	24.94	75.65	6.62	68.4	Karnataka	Rabi	180.42
cotton	125.9	57.22	21.29	24.15	84.72	6.68	84.38	Maharashtra	Kharif	209.95
cotton	105.05	48.31	20.54	24.4	80.77	7.06	69.36	Punjab	Zaid	57.48
cotton	131.69	48.51	19.1	24.61	84.05	6.34	71.79	Tamil Nadu	Zaid	189.58
cotton	142.26	55.98	21.15	24.29	78.71	6.34	96.43	Tamil Nadu	Post-Monsoon	105.29
cotton	131.95	43.71	20.2	26.73	82.42	7.69	62.05	West Bengal	Kharif	137.92
cotton	126.27	53.28	21.09	26.49	83.46	7.68	92.8	Tamil Nadu	Rabi	195.4
cotton	140.83	46.3	15.82	22.07	78.28	7.16	71.97	Tamil Nadu	Zaid	245.16
cotton	135.55	54.87	17.06	24.48	83.74	7.05	75.65	Maharashtra	Kharif	34.07
cotton	132.68	50.95	17.1	24.51	82.52	7.7	64.56	Uttar Pradesh	Rabi	186.83
cotton	144.36	55.86	15.8	26.73	78.37	6.02	92.84	Punjab	Rabi	251.68
cotton	120.04	49.43	18.7	22.74	83.61	7.85	83.41	West Bengal	Zaid	35.93
cotton	137.31	42.83	20.05	25.75	82.55	6.93	89.96	Punjab	Zaid	66.6
cotton	130.3	35.5	22.44	22.61	77.41	7.17	60.42	Maharashtra	Rabi	257.32
cotton	144.31	42.68	21.46	23.58	76.21	7.45	61.69	Uttar Pradesh	Zaid	249.64
cotton	135.89	56.39	22.17	22.21	78.28	7.76	71.97	Punjab	Post-Monsoon	69.91
cotton	103.14	43.58	21.97	25.94	79.96	6.76	76.08	Karnataka	Kharif	72.94
cotton	115.69	53.02	19.01	23.23	78.53	7.6	62.41	Uttar Pradesh	Zaid	167.92
